0x1b75e0a2	FOD_switch_enable
0xddac6f20	crypto_dequeue_request
0xffaae3c1	crypto_destroy_tfm
0x388f750f	crypto_enqueue_request
0x951a2773	crypto_has_alg
0x499043d3	crypto_init_queue
0x84065b2c	crypto_register_aead
0xff7b3877	crypto_register_ahash
0x9710aad3	crypto_register_rngs
0x5d8e3d30	crypto_register_skcipher
0xe0ddedaf	crypto_shash_digest
0x47da7752	crypto_shash_final
0xa201dc53	crypto_shash_finup
0x6539ea9a	crypto_shash_setkey
0x5cb277ca	crypto_shash_update
0xbb749c17	crypto_skcipher_decrypt
0xbbacb1cc	crypto_skcipher_encrypt
0x2d5e67d8	crypto_skcipher_setkey
0xe70023c4	crypto_unregister_aead
0xde9a1a73	crypto_unregister_ahash
0x26a4bcb1	crypto_unregister_rngs
0x557eb2ad	crypto_unregister_skcipher
0x4d65cbd5	csum_ipv6_magic
0xe113bbbc	csum_partial
0xd25bc5d4	csum_tcpudp_nofold
0x320e9aeb	ddr_stats_freq_sync_send_msg
0x5842a8f5	debugfs_attr_read
0x5a7a30af	debugfs_attr_write
0x4776ce12	debugfs_create_atomic_t
0xde6839e1	debugfs_create_blob
0x1e803989	debugfs_create_bool
0xeebe12e4	debugfs_create_dir
0xd2ca564a	debugfs_create_file
0xeb7772d0	debugfs_create_file_unsafe
0xf44fdd70	debugfs_create_symlink
0x8cd05735	debugfs_create_u16
0xc4c3eec2	debugfs_create_u32
0x0347bfa9	debugfs_create_u64
0xeb7b070e	debugfs_create_u8
0xefeeb62f	debugfs_create_ulong
0x7960cf64	debugfs_create_x32
0xbee49e0f	debugfs_create_x64
0x39339f9c	debugfs_create_x8
0xaeba439a	debugfs_file_get
0x8b8b9c62	debugfs_file_put
0xde909ad0	debugfs_lookup
0x402e076a	debugfs_remove
0x97e5b1cc	debugfs_rename
0xecc26011	dec_zone_page_state
0xdffb3cab	default_llseek
0xaad8c7d6	default_wake_function
0xb54fe109	del_gendisk
0xaa4008af	del_timer
0xf15e728e	del_timer_sync
0x253af43d	delayed_work_timer_fn
0x1a4d338d	deregister_cld_cmd_cb
0xcbb3092e	desc_to_gpio
0x8c03d20c	destroy_workqueue
0xea763380	dev_alloc_name
0x87361a72	dev_close
0xe06aae8c	dev_coredumpm
0xfe4a3a8e	dev_coredumpv
0x273a8095	dev_driver_string
0x9583d7d5	dev_err_probe
0x21ce3ed1	dev_fetch_sw_netstats
0xdbcd27e2	dev_fwnode
0xb4d35af2	dev_get_by_index
0x26959a69	dev_get_by_name
0xab565714	dev_get_by_name_rcu
0xeed7d9a5	dev_get_regmap
0x237296fe	dev_get_stats
0x2611aeb5	dev_pm_domain_attach_by_name
0xcc0a8c25	dev_pm_domain_detach
0x3fe9738c	dev_pm_genpd_add_notifier
0xf0df6b56	dev_pm_genpd_remove_notifier
0x4858c7d3	dev_pm_genpd_set_next_wakeup
0xd1088695	dev_pm_genpd_set_performance_state
0xd4879e81	dev_pm_opp_add
0x1ec508c9	dev_pm_opp_find_freq_ceil
0x106411a1	dev_pm_opp_find_freq_exact
0xf0905d27	dev_pm_opp_find_freq_floor
0x8fa7d67b	dev_pm_opp_get_opp_count
0xd699302a	dev_pm_opp_get_voltage
0xfcfac1d3	dev_pm_opp_put
0xe7e35c19	dev_pm_qos_add_notifier
0x68bc2329	dev_pm_qos_add_request
0xc5881c17	dev_pm_qos_remove_notifier
0x8bf6c746	dev_pm_qos_remove_request
0x72294d37	dev_pm_qos_update_request
0x173641ac	dev_queue_xmit
0xd75566fd	dev_set_name
0xc89bcfcf	devfreq_add_device
0xc0472b1d	devfreq_add_governor
0x80a6fe5f	devfreq_cooling_unregister
0x0830da41	devfreq_get_devfreq_by_node
0xd59df56b	devfreq_remove_device
0x8d35f620	devfreq_remove_governor
0x5f3bb49d	devfreq_resume_device
0xc2d1b971	devfreq_suspend_device
0xf8c05891	device_add
0xe0377d9b	device_add_disk
0xa7e1c423	device_add_groups
0x4f34d4f1	device_create
0x367241b6	device_create_file
0xaf65f1f4	device_create_with_groups
0xc4482556	device_del
0x40af62cf	device_destroy
0xb8be5615	device_find_child
0xd368e105	device_for_each_child
0x190a007a	device_get_child_node_count
0x032068f3	device_get_match_data
0xf06b81b1	device_get_next_child_node
0xf5e731f5	device_init_wakeup
0x88150c45	device_initialize
0x33a519f2	device_link_add
0x6bcff370	device_match_fwnode
0x24f929e0	device_match_name
0x2ead6a7c	device_property_present
0xb3244493	device_property_read_string
0xa15d2592	device_property_read_u32_array
0x80f2140f	device_register
0x57489972	device_remove_file
0x32d489b5	device_rename
0x5bb1373a	device_set_wakeup_capable
0xa34ca1c8	device_show_int
0xdebbaf19	device_store_int
0xff2c916f	device_unregister
0x75141b82	device_wakeup_disable
0x2ad3e3c3	devm_add_action
0xac999271	devm_clk_bulk_get
0x239c4a55	devm_clk_bulk_get_all
0xe220ecdd	devm_clk_get
0xec66894d	devm_clk_get_optional
0xbf00fa59	devm_clk_put
0xfad08471	devm_clk_register
0x0bab53c3	devm_clk_register_debug_mux
0x78c50e4e	devm_device_add_group
0x04a64f8f	devm_device_remove_group
0x5f6196f6	devm_extcon_dev_allocate
0x2cca347f	devm_extcon_dev_register
0x74c523a5	devm_extcon_dev_unregister
0xab26e14f	devm_free_irq
0x2e1552b3	devm_fwnode_gpiod_get_index
0x8200cfb3	devm_gen_pool_create
0x72cad94c	devm_gpio_free
0xb78ed138	devm_gpio_request
0x32e96165	devm_gpio_request_one
0x0ac78392	devm_gpiod_get
0xe94205ce	devm_gpiod_get_optional
0x77aca704	devm_hwmon_device_register_with_groups
0x04a80079	devm_iio_channel_get
0x2bf32454	devm_iio_channel_get_all
0x99e72c1c	devm_iio_device_alloc
0x84093fd3	devm_iio_triggered_buffer_setup_ext
0xd940616d	devm_input_allocate_device
0x31f4adef	devm_ioremap
0x30516c87	devm_ioremap_resource
0x63bf8485	devm_ioremap_wc
0x335b044c	devm_iounmap
0x930f58f8	devm_kasprintf
0x53cc1237	devm_kfree
0x8dbcad91	devm_kmalloc
0x140ecd94	devm_kmemdup
0xaa2bf0dd	devm_kstrdup
0x69a8d917	devm_led_classdev_register_ext
0x53113513	devm_led_classdev_unregister
0x0824eae6	devm_nvmem_cell_get
0x91113400	devm_nvmem_device_get
0x146a70ae	devm_nvmem_register
0xe74e115b	devm_of_platform_populate
0x8c6c580e	devm_of_pwm_get
0x9618c53d	devm_pci_alloc_host_bridge
0x9d7c6324	devm_pinctrl_get
0x5f9785d0	devm_pinctrl_put
0xc89e6b9f	devm_pinctrl_register
0x73f6be50	devm_power_supply_register
0x52cee032	devm_rc_allocate_device
0x84ec56fd	devm_rc_register_device
0xf49059ac	devm_reboot_mode_register
0x673f96b6	devm_register_esoc_client
0x40690809	devm_regmap_add_irq_chip
0x0f94d334	devm_regmap_del_irq_chip
0x64cf3182	devm_regmap_qti_debugfs_register
0xf7c6525f	devm_regulator_bulk_get
0x944d33ab	devm_regulator_debug_register
0x4adae8ee	devm_regulator_get
0xa181745e	devm_regulator_get_exclusive
0xcf1210e3	devm_regulator_get_optional
0xe29f2c6a	devm_regulator_proxy_consumer_register
0x7d48abd9	devm_regulator_put
0xc151236f	devm_regulator_register
0xa1f5c258	devm_regulator_register_notifier
0x366cbccd	devm_request_any_context_irq
0x694339ce	devm_request_threaded_irq
0x607df5bd	devm_snd_soc_register_card
0xf7560d7c	devm_snd_soc_register_component
0xb5a0011d	devm_thermal_of_cooling_device_register
0x2175282e	devm_thermal_zone_of_sensor_register
0x5e233806	devm_unregister_esoc_client
0x93300304	devm_usb_get_phy_by_node
0xe58f2424	devm_usb_get_phy_by_phandle
0xe8454fdd	devm_usb_get_repeater_by_phandle
0xee792c9c	devres_add
0xe93e49c3	devres_free
0x42b30b1d	devres_release
0x50d84231	digital_cdc_rsc_mgr_hw_vote_disable
0x910302ce	digital_cdc_rsc_mgr_hw_vote_enable
0x05850611	digital_cdc_rsc_mgr_hw_vote_reset
0x3ce4ca6f	disable_irq
0x27bbf221	disable_irq_nosync
0xdc9d508b	disk_end_io_acct
0xfaf84ca3	disk_start_io_acct
0xc9fcc6d5	dma_alloc_attrs
0xeda21aff	dma_alloc_noncontiguous
0xf4ce133d	dma_async_device_register
0x5fe2f484	dma_async_device_unregister
0xdf93d86e	dma_async_tx_descriptor_init
0xef238a57	dma_buf_attach
0x0ac6a1de	dma_buf_begin_cpu_access
0xae83ea02	dma_buf_begin_cpu_access_partial
0xfbecc63d	dma_buf_detach
0xdda3c484	dma_buf_end_cpu_access
0x936d886b	dma_buf_end_cpu_access_partial
0xea5123f5	dma_buf_fd
0xea788350	dma_buf_get
0x7541b7cf	dma_buf_get_flags
0x89be51a8	dma_buf_map_attachment
0x6d21b42e	dma_buf_put
0x71b77660	dma_buf_set_name
0xc117172c	dma_buf_unmap_attachment
0xa6bf2aa3	dma_buf_vmap
0x51abb3d7	dma_buf_vunmap
0x8e21c9a1	dma_fence_add_callback
0x7ab45d25	dma_fence_array_create
0xe03a689d	dma_fence_array_ops
0x14605535	dma_fence_context_alloc
0x350ea558	dma_fence_default_wait
0x8d9ca0e6	dma_fence_enable_sw_signaling
0xdd8166a1	dma_fence_free
0x2e0b1deb	dma_fence_get_status
0x16dee44d	dma_fence_init
0xe123f3d9	dma_fence_release
0x3b20fb95	dma_fence_remove_callback
0x731c4a9c	dma_fence_signal
0x3d02cd70	dma_fence_signal_locked
0x8455e3a7	dma_fence_signal_timestamp_locked
0x98c039dc	dma_fence_wait_timeout
0xc0b30a2e	dma_free_attrs
0x01e9b26b	dma_free_noncontiguous
0x05cf884a	dma_get_sgtable_attrs
0x51bb5846	dma_get_slave_channel
0x328c4610	dma_heap_buffer_alloc
0x88f95537	dma_heap_buffer_free
0xeff75c0b	dma_heap_find
0x5979ed16	dma_map_page_attrs
0x54fa6916	dma_map_resource
0x30def186	dma_map_sg_attrs
0x0e79106a	dma_mmap_attrs
0x3a986e86	dma_release_channel
0xd9f495c9	dma_request_chan
0x2aa42925	dma_resv_fini
0x66841bef	dma_resv_init
0x98536ab4	dma_resv_wait_timeout
0x54f4396b	dma_set_coherent_mask
0x9347eaf8	dma_set_mask
0x3a602182	dma_sync_sg_for_device
0xc9787376	dma_sync_single_for_cpu
0x9ae1eec5	dma_sync_single_for_device
0xa8ac9ba6	dma_unmap_page_attrs
0xea5a0383	dma_unmap_resource
0x288c91fe	dma_unmap_sg_attrs
0xc490b33c	dma_vmap_noncontiguous
0x4766d05f	dma_vunmap_noncontiguous
0x659ed1eb	dmam_alloc_attrs
0x4c2b1d40	dms_get_mac_address_req_msg_v01_ei
0x40bcd2b8	dms_get_mac_address_resp_msg_v01_ei
0x952664c5	do_exit
0xe6d2458e	do_trace_netlink_extack
0x5b2f27fb	do_wait_intr
0x6626afca	down
0x3355da1c	down_read
0x92e683f5	down_timeout
0x28ed2847	down_write
0xa38602cd	drain_workqueue
0x799ad5ad	driver_register
0x0c281958	driver_unregister
0x040b5d0e	drm_add_edid_modes
0x908350ae	drm_add_modes_noedid
0x1ff156d2	drm_atomic_commit
0x77e8406c	drm_atomic_get_connector_state
0x49669785	drm_atomic_get_crtc_state
0x70492d3a	drm_atomic_get_plane_state
0xbce6de0b	drm_atomic_get_private_obj_state
0x70d78d7b	drm_atomic_helper_check
0x6158226b	drm_atomic_helper_cleanup_planes
0x650bef6a	drm_atomic_helper_commit_duplicated_state
0x65e2e6dd	drm_atomic_helper_commit_hw_done
0xf0c00091	drm_atomic_helper_commit_modeset_disables
0x74108658	drm_atomic_helper_commit_modeset_enables
0xd70c97a9	drm_atomic_helper_commit_planes
0xa8a72651	drm_atomic_helper_connector_destroy_state
0x9726cefa	drm_atomic_helper_connector_duplicate_state
0xc031e5b1	drm_atomic_helper_connector_reset
0x61ce3a7d	drm_atomic_helper_dirtyfb
0x8371a783	drm_atomic_helper_disable_plane
0x9bf60251	drm_atomic_helper_duplicate_state
0x00743552	drm_atomic_helper_page_flip
0xd0a99eb4	drm_atomic_helper_prepare_planes
0xae9ee200	drm_atomic_helper_set_config
0x313165d4	drm_atomic_helper_shutdown
0x4471a5f4	drm_atomic_helper_swap_state
0xf53ec9de	drm_atomic_helper_update_legacy_modeset_state
0x462e17db	drm_atomic_helper_update_plane
0x4672c2cb	drm_atomic_helper_wait_for_fences
0x528e34d6	drm_atomic_helper_wait_for_vblanks
0xefb8b3b5	drm_atomic_private_obj_init
0x75f2e902	drm_atomic_set_crtc_for_connector
0x0fff5aeb	drm_atomic_set_crtc_for_plane
0x2c999882	drm_atomic_set_fb_for_plane
0xcf993fbb	drm_atomic_set_fence_for_plane
0x559d805d	drm_atomic_set_mode_for_crtc
0x9eb3bb97	drm_atomic_state_alloc
0x4ea14526	drm_atomic_state_clear
0x74d2ce75	drm_atomic_state_default_clear
0x96ca1898	drm_atomic_state_default_release
0xf457f051	drm_atomic_state_init
0x629a4a66	drm_bridge_add
0xee2a9618	drm_bridge_attach
0x2246963b	drm_bridge_chain_disable
0xdfe5a882	drm_bridge_chain_enable
0x381b7730	drm_bridge_chain_mode_set
0x4bfc6cde	drm_bridge_chain_post_disable
0x917e400b	drm_bridge_chain_pre_enable
0x8bd98bbb	drm_bridge_remove
0x691f9bd2	drm_client_init
0xe0cf2404	drm_client_modeset_commit_locked
0x2506f847	drm_client_register
0xbd7316bd	drm_compat_ioctl
0x2fc029bb	drm_connector_attach_encoder
0xd8aae854	drm_connector_cleanup
0x7717512f	drm_connector_init
0xada8d962	drm_connector_list_iter_begin
0x394911be	drm_connector_list_iter_end
0x6570b417	drm_connector_list_iter_next
0xd49d4d54	drm_connector_register
0xeca7728c	drm_connector_unregister
0x3aa4392f	drm_connector_update_edid_property
0xc36c47b7	drm_crtc_cleanup
0x24397759	drm_crtc_handle_vblank
0x955330a3	drm_crtc_init_with_planes
0x241f80f0	drm_crtc_send_vblank_event
0x0f6d11da	drm_crtc_set_max_vblank_count
0x797c2b8d	drm_crtc_vblank_get
0x09569d83	drm_crtc_vblank_off
0xfaebc925	drm_crtc_vblank_on
0x05c18eb1	drm_crtc_vblank_put
0xc06c28c6	drm_crtc_vblank_reset
0x4c19ff8d	drm_crtc_wait_one_vblank
0x065e86ac	drm_detect_hdmi_monitor
0x9ffcdfdb	drm_detect_monitor_audio
0x13c9f56e	drm_dev_alloc
0xcee74e63	drm_dev_dbg
0x92ff2d4b	drm_dev_printk
0x770fd07c	drm_dev_put
0x6d4adf0d	drm_dev_register
0xed956012	drm_dev_unregister
0xb5fa5de0	drm_do_get_edid
0x029bdc38	drm_dp_atomic_find_vcpi_slots
0x66828479	drm_dp_atomic_release_vcpi_slots
0x3f3ff8c1	drm_dp_aux_register
0x598edd4d	drm_dp_aux_unregister
0x73011db0	drm_dp_bw_code_to_link_rate
0x8ca2d9e4	drm_dp_calc_pbn_mode
0xedcf81ce	drm_dp_channel_eq_ok
0x006f60ec	drm_dp_check_act_status
0x8d701329	drm_dp_clock_recovery_ok
0x9d700036	drm_dp_dpcd_read
0x748aebe1	drm_dp_dpcd_read_link_status
0xffa7d9a1	drm_dp_dpcd_write
0x17f17861	drm_dp_find_vcpi_slots
0x582f248e	drm_dp_get_adjust_request_pre_emphasis
0xc5c99a79	drm_dp_get_adjust_request_voltage
0x26815dbc	drm_dp_link_rate_to_bw_code
0x7b094509	drm_dp_link_train_channel_eq_delay
0x1ef7af59	drm_dp_link_train_clock_recovery_delay
0x561afe77	drm_dp_mst_allocate_vcpi
0x2e892d1f	drm_dp_mst_deallocate_vcpi
0x23ef06a4	drm_dp_mst_detect_port
0x320a8a74	drm_dp_mst_get_edid
0xb1a5871d	drm_dp_mst_get_port_malloc
0x0cb20faa	drm_dp_mst_hpd_irq
0x4af28246	drm_dp_mst_put_port_malloc
0xddeb485a	drm_dp_mst_reset_vcpi_slots
0x8e7e3558	drm_dp_mst_topology_mgr_destroy
0xbb9a6cd9	drm_dp_mst_topology_mgr_init
0x3dafffb8	drm_dp_mst_topology_mgr_set_mst
0x13dda18a	drm_dp_send_power_updown_phy
0x312f9d4b	drm_dp_update_payload_part1
0x3c6a4c8e	drm_dp_update_payload_part2
0xe8362900	drm_edid_duplicate
0xe3243960	drm_encoder_cleanup
0x5794a2f2	drm_encoder_init
0xbf023861	drm_event_reserve_init_locked
0x6ef2f78e	drm_format_info
0x41266544	drm_framebuffer_init
0xd29fffb9	drm_framebuffer_lookup
0x60137b29	drm_framebuffer_remove
0x84d4abec	drm_framebuffer_unregister_private
0x3096b65a	drm_gem_create_mmap_offset
0x9833b3b5	drm_gem_fb_create_handle
0x6d312776	drm_gem_fb_destroy
0x6bee7f12	drm_gem_fb_get_obj
0x4a37f535	drm_gem_get_pages
0xd441e176	drm_gem_handle_create
0x860e733b	drm_gem_mmap
0x46ae231f	drm_gem_mmap_obj
0xd680a377	drm_gem_object_free
0xf0259986	drm_gem_object_init
0x8c65d872	drm_gem_object_lookup
0xe9f20383	drm_gem_object_release
0x7d7dc7ca	drm_gem_prime_fd_to_handle
0xf3e25a93	drm_gem_prime_handle_to_fd
0x16af01a4	drm_gem_private_object_init
0xbec8a484	drm_gem_put_pages
0x1fa65b76	drm_gem_vm_close
0xafc73ec3	drm_gem_vm_open
0x0fd60df2	drm_get_connector_status_name
0xb4d0f15c	drm_get_edid
0xbf3c2664	drm_get_format_info
0x2f873716	drm_helper_hpd_irq_event
0x1278591e	drm_helper_mode_fill_fb_struct
0x29b4b697	drm_helper_probe_single_connector_modes
0x15f94a69	drm_ioctl
0x629b44e7	drm_is_current_master
0x9c1ff423	drm_kms_helper_hotplug_event
0xe83f32d0	drm_kms_helper_poll_disable
0x1ba4614b	drm_kms_helper_poll_enable
0x4c6539d4	drm_kms_helper_poll_fini
0x6cb3eab3	drm_kms_helper_poll_init
0xf0517d7a	drm_mm_init
0xb4032484	drm_mm_insert_node_in_range
0x4b7ebf95	drm_mm_remove_node
0x57698a50	drm_mm_takedown
0xa3d3bfef	drm_mode_config_cleanup
0xc2857f44	drm_mode_config_reset
0x39877163	drm_mode_convert_umode
0x9ce050be	drm_mode_copy
0xf345e163	drm_mode_create
0x912eefb5	drm_mode_create_dp_colorspace_property
0x2ed3c600	drm_mode_debug_printmodeline
0x711a93af	drm_mode_duplicate
0x0d9b4753	drm_mode_equal
0x7fa5cad9	drm_mode_is_420_only
0x9b95c885	drm_mode_match
0x94f476db	drm_mode_object_find
0xf6d4f458	drm_mode_object_get
0xe1fdd1de	drm_mode_object_put
0x5978683d	drm_mode_probed_add
0x4575a0ca	drm_mode_set_crtcinfo
0x4a35d30d	drm_mode_set_name
0xf1b5340a	drm_mode_vrefresh
0xe001897a	drm_modeset_acquire_fini
0x18319f3d	drm_modeset_acquire_init
0x5cc2a627	drm_modeset_backoff
0xffdcfbf8	drm_modeset_drop_locks
0x4392951b	drm_modeset_lock
0x5673e4a6	drm_modeset_lock_all
0x08d1cb9b	drm_modeset_lock_all_ctx
0xee45581b	drm_modeset_unlock_all
0x90561633	drm_object_attach_property
0xada7a281	drm_object_property_set_value
0x227d5822	drm_of_component_match_add
0x9be9fb1e	drm_open
0xb9218956	drm_panel_add
0x0e25b0de	drm_panel_init
0x860ba323	drm_panel_remove
0x217867db	drm_plane_cleanup
0x6c8212e8	drm_plane_create_rotation_property
0xc7870f9f	drm_poll
0xa2f3d9db	drm_prime_gem_destroy
0xa5e889b4	drm_prime_pages_to_sg
0x28779e52	drm_printf
0xcb475cc3	drm_property_blob_get
0xa4e82df4	drm_property_blob_put
0x32d9fd43	drm_property_create
0x5ec8ee3c	drm_property_create_bitmask
0xa1bb9754	drm_property_create_blob
0x8208e666	drm_property_create_enum
0x3fc6a3ba	drm_property_create_range
0x7f9036f7	drm_property_lookup_blob
0x8b7fb5ab	drm_read
0xb1e94e65	drm_release
0xdf666902	drm_rotation_simplify
0xbb9b835f	drm_send_event_locked
0x6ffbe3c3	drm_set_preferred_mode
0xbab1dfce	drm_universal_plane_init
0xb6a4b04a	drm_vblank_init
0x44b5c4f5	drm_wait_one_vblank
0x7019e933	drmm_mode_config_init
0x1562b237	dsi_display_off_at_pmic_s1_bark
0xea7dbe01	dst_release
0x9624fa3f	dump_enabled
0x6b2dc060	dump_stack
0xab0a5654	dwc3_msm_set_dp_mode
0x4a109507	edac_device_add_device
0xf27024b5	edac_device_alloc_ctl_info
0x6e3ff83a	edac_device_alloc_index
0x793f83ff	edac_device_del_device
0x6fc31518	edac_device_free_ctl_info
0x5ec45f46	edac_device_handle_ce_count
0x4d788393	edac_device_handle_ue_count
0xfcec0987	enable_irq
0x7de9d722	end_buffer_read_sync
0x0e7044cc	ep_pcie_config_db_routing
0x8361761e	ep_pcie_config_outbound_iatu
0x0c0d787c	ep_pcie_configure_inactivity_timer
0x01a98c4a	ep_pcie_core_get_capability
0xda7395d5	ep_pcie_core_l1ss_sleep_config_enable
0xd2391228	ep_pcie_disable_endpoint
0xe0ad2f39	ep_pcie_enable_endpoint
0x5e737b00	ep_pcie_get_linkstatus
0x76d4bdd9	ep_pcie_get_msi_config
0xb355118d	ep_pcie_get_phandle
0xbf86fec3	ep_pcie_mask_irq_event
0x57c82741	ep_pcie_register_event
0xc0fc7bf4	ep_pcie_trigger_msi
0xb4d699d4	ep_pcie_wakeup_host
0x4e15221c	esoc_register_client_hook
0x996ec25b	esoc_unregister_client_hook
0x15ca27c5	eth_mac_addr
0xbcf0a7e0	eth_type_trans
0x20d62183	ether_setup
0x535e9b9f	ethtool_op_get_link
0xfd5a8a18	event_triggers_call
0x7959ff5b	eventfd_ctx_fileget
0xdf0f75c6	eventfd_signal
0x2971dcec	extcon_get_edev_by_phandle
0xd181b439	extcon_get_edev_name
0x6484e95a	extcon_get_property
0x73d7994b	extcon_get_property_capability
0xa13f3b8f	extcon_get_state
0x7af8e0d5	extcon_register_notifier
0xaf9c6104	extcon_set_state
0xf004c76e	extcon_set_state_sync
0x83478f2c	fastrpc_driver_invoke
0xa2d80990	fastrpc_driver_register
0x38eb631b	fastrpc_driver_unregister
0xb3ac2e2d	fasync_helper
0x97f4d63b	fd_install
0x3a6170cf	fget
0x2e0ddf7e	filp_close
0x4743bf55	filp_open_block
0x90b01573	find_get_pid
0xa6e07172	find_task_by_vpid
0x1273c714	find_vpid
0x92540fbf	finish_wait
0x71952555	firmware_request_nowarn
0xf19fce59	flush_dcache_page
0x1148c0ea	flush_delayed_work
0x4735ac17	flush_work
0x42160169	flush_workqueue
0x7610c83f	fput
0xc1514a3b	free_irq
0x86dc89c0	free_netdev
0x4302d0eb	free_pages
0xc9ec4e21	free_percpu
0x042a3708	freezing_slow_path
0x28498a88	freq_qos_add_request
0x894967be	freq_qos_remove_request
0x2eec24ef	freq_qos_update_request
0x079c19c3	freq_reg_info
0x79cf3bd0	fs_bio_set
0xdd03d3f2	fsa4480_reg_notifier
0xf04a3059	fsa4480_switch_event
0x506a6d5a	fsa4480_unreg_notifier
0x587da1a4	fsync_bdev
0xa305d3cc	fwnode_find_reference
0xcf62f23a	fwnode_get_name
0x3174f167	fwnode_get_next_child_node
0x644a6a4f	fwnode_handle_get
0x6eabe73b	fwnode_handle_put
0xb2048a05	fwnode_property_present
0xf5821fcb	fwnode_property_read_string
0xa25d5d9d	fwnode_property_read_u32_array
0xea124bd1	gcd
0xbefa51a3	gen_pool_add_owner
0x2b593aa8	gen_pool_alloc_algo_owner
0xced0f4d4	gen_pool_create
0x6c224cda	gen_pool_destroy
0x060ba97c	gen_pool_free_owner
0xfd05de2b	generic_file_llseek
0x7ceaf0d5	generic_handle_irq
0xbbfc10b2	geni_icc_disable
0x7326076f	geni_icc_enable
0xc742207c	geni_icc_get
0x116fb427	geni_icc_set_bw
0xf7ed1da5	geni_se_clk_freq_match
0x126f5d16	geni_se_config_packing
0xa3b5524a	geni_se_get_qup_hw_version
0x35a7020e	geni_se_init
0x7c5c4a9c	geni_se_resources_off
0xf098952f	geni_se_resources_on
0x35b9f4c4	geni_se_rx_dma_prep
0x90249b17	geni_se_rx_dma_unprep
0x3268b1ac	geni_se_select_mode
0xe8bf06c1	geni_se_tx_dma_prep
0x366dcbe7	geni_se_tx_dma_unprep
0xfb04aaa3	genl_register_family
0x8bb69f5e	genl_unregister_family
0xfcbf01bd	genlmsg_multicast_allns
0xc958e49d	genlmsg_put
0x96478687	get_bam2bam_connection_info
0x8ff3f9d0	get_boot_mode
0x2b040504	get_client_env_object
0x6907e8da	get_cpu_device
0x13fca8b1	get_device
0x400cc1ac	get_gpu_freq
0x77c5584e	get_gpu_freq_max
0x4f34be15	get_matching_swr_slave_device
0x0d8f872c	get_net_ns_by_fd
0x78a69b54	get_net_ns_by_pid
0xb0e10781	get_option
0xbc24e309	get_pid_task
0x9acb3b18	get_plh_scmi_device
0x5c6563cd	get_qdss_bam_connection_info
0x4672870a	get_qdss_bam_info
0x79aa04a2	get_random_bytes
0xd36dc10c	get_random_u32
0x1de4ccb2	get_sg_io_hdr
0x806ce477	get_task_pid
0x334c753d	get_ufs_qcom_phy
0x69dc3863	get_unmapped_area
0xa843805a	get_unused_fd_flags
0x752e9885	get_user_pages
0xf09b5d9a	get_zeroed_page
0xef464c28	getboottime64
0x9214d5d8	gh_dbl_read_and_clean
0x417437fa	gh_dbl_rx_register
0x5ba5a53d	gh_dbl_rx_unregister
0xf3de714a	gh_dbl_send
0x71dfdf68	gh_dbl_tx_register
0x307ec99b	gh_dbl_tx_unregister
0x99fdb7b3	gh_irq_accept
0xd1db6434	gh_irq_lend_notify
0xbb988f9d	gh_irq_lend_v2
0xb67b1c26	gh_irq_reclaim
0x28b2da0b	gh_irq_release
0xf2f31ed9	gh_irq_release_notify
0x4d36deac	gh_irq_wait_for_lend_v2
0xb61451eb	gh_mem_notifier_register
0x2d06579b	gh_mem_notifier_unregister
0xd9338e14	gh_msgq_recv
0x2e907c70	gh_msgq_register
0xd9649238	gh_msgq_send
0xb553bdf3	gh_msgq_unregister
0x81bb9691	gh_rm_console_close
0x4d1517ee	gh_rm_console_flush
0x66ee5c0c	gh_rm_console_open
0xe93711a2	gh_rm_console_write
0x1d10d5d1	gh_rm_get_vm_name
0x7ae96627	gh_rm_get_vmid
0x71ebefc5	gh_rm_irq_to_virq
0xd22a3b48	gh_rm_mem_accept
0xdbeefff8	gh_rm_mem_lend
0xb5006d01	gh_rm_mem_notify
0x7d6144cd	gh_rm_mem_reclaim
0x4884e997	gh_rm_mem_release
0xfd527caf	gh_rm_mem_share
0x7cf771df	gh_rm_register_notifier
0x4fd830d5	gh_rm_unregister_notifier
0xd24cfe55	gh_rm_virq_to_irq
0xa2f900bd	gh_rm_vm_irq_accept
0x8dc3c039	gh_rm_vm_irq_accept_notify
0xf6a937b4	gh_rm_vm_irq_lend
0xc9206468	gh_rm_vm_irq_lend_notify
0x312f9fb3	gh_rm_vm_irq_reclaim
0xfbaecf52	gh_rm_vm_irq_release
0x680df70c	gh_rm_vm_irq_release_notify
0xd7b1df3a	gic_cpu_init
0xd866bde1	gic_dist_init
0x7f9d6c73	gic_dist_wait_for_rwp
0x4b0a3f52	gic_nonsecure_priorities
0x14da596c	gic_resume
0x175fef51	glink_native_pm_ops
0xfe990052	gpio_free
0xb0d1656c	gpio_free_array
0x47229b5c	gpio_request
0x403f9529	gpio_request_one
0xb01f1abd	gpio_to_desc
0x485c381a	gpiochip_add_data_with_key
0xf8f66187	gpiochip_add_pin_range
0x708012a6	gpiochip_generic_free
0x600a4965	gpiochip_generic_request
0xa46243f5	gpiochip_get_data
0x739955b3	gpiochip_remove
0x87eeff08	gpiod_cansleep
0xb1a37bd4	gpiod_direction_input
0xdcba0887	gpiod_direction_output
0x73bca09f	gpiod_direction_output_raw
0x8e5f87e8	gpiod_get_direction
0x22ba2692	gpiod_get_optional
0x90a8bed2	gpiod_get_raw_value
